1,词汇和惯用语,288,1,,288,,,
2,名家名篇,263,1,,263,,,
3,寓言童话成语故事,230,1,,230,,,
4,诗歌韵文,229,1,,229,,,
5,神话传说及故事,206,1,,206,,,
6,传统节日,160,1,,160,,,
7,古代名人,156,1,,156,,,
8,近现代名人,149,1,,149,,,
9,汉字,142,1,,142,,,
10,歌谣,116,1,,116,,,
11,城市及景点,113,1,,113,,,
12,小说,93,2,,93,93,,
13,建筑及景点,84,2,,,84,,
14,饮食流派及地方风味,80,2,,,80,,
15,格言警句,70,2,,,70,,
16,标准语,56,2,,,56,,
17,姓名,55,2,,,55,,
18,烟酒茶,52,2,,,52,,
19,主食和菜肴,50,2,
20,民族族群,45,2,
21,教育制度,44,2,,,44,,
22,问候寒暄,43,2,,,43,,
23,旅游景点,42,2,,,42,,
24,书法篆刻,42,2,,,42,,
25,社交称谓,41,2,,,41,,
26,曲艺,41,2,,,41,,
27,方言,37,2,,,37,,
28,家庭结构和观念,36,2,,,36,,
29,谜语绕口令,36,2,,,36,,
30,出生,36,2,,,36,,
31,锻炼身体,36,2,,,36,,
32,行政区划,35,2,,,35,,
33,人口,33,3,,,33,33,
34,婚恋生育,32,3,,,,32,
35,注音,32,3,,,,32,
36,亲属称谓,31,3,,,,31,
37,第三产业,31,3,,,,31,
38,中国体育,30,3,,,,30,
39,自然地貌及景点,30,3,,,,30,
40,节庆饮食,30,3,,,,30,
41,购物场所,29,3,,,,29,
42,古代发明,28,3,,,,28,
43,气候天气,27,3,,,,27,
44,天文历法,27,3,,,,27,
45,生日,25,3,,,,25,
46,写信寄信,25,3,,,,25,
47,工艺品,24,3,,,,24,
48,学生生活,24,3,,,,24,
49,生态环境,23,3,,,,23,
50,货币,23,3,,,,23,
51,电话短信,23,3,,,,23,
52,铁路,22,3,,,,22,
53,区域及景点,21,3,,,,21,
54,典籍,21,3,,,,21,
55,婚礼,21,3,,,,21,
56,语言文字和数字,21,3,,,,21,
57,近代历史事件,20,3,,,,20,
58,旅行,20,3,,,,20,
59,城市交通系统,19,3,,,,19,
60,教育观念,17,3,,,,17,
61,竞技体育,17,3,,,,17,
62,餐具及用餐方式,16,3,,,,16,
63,送礼收礼,16,3,,,,16,
64,动植物和器物,16,3,,,,16,
65,讨价还价及打折,16,3,,,,16,
66,就餐地点,16,3,,,,16,
67,拜访做客,15,3,,,,15,
68,交际风格,15,3,,,,15,
69,历史年表,15,3,,,,15,
70,购物方式,15,3,,,,15,
71,中外交流史,14,3,,,,14,
72,经济政策,14,3,,,,14,
73,影视作品,14,3,,,,14,
74,流行音乐,14,3,,,,14,
75,看病就医,14,3,,,,14,
76,传统服饰,14,3,,,,14,
77,烹饪方法,14,3,,,,14,
78,两性地位,13,3,,,,13,
79,政治制度和政府机构,13,3,,,,13,
80,颜色,13,3,,,,13,
81,动植物,12,3,,,,12,
82,法律法规,12,3,,,,12,
83,儒家,12,3,,,,12,
84,看影视及表演,12,3,,,,12,
85,住旅馆,12,3,,,,12,
86,非传统节日,12,3,,,,12,
87,消费观念,12,3,,,,12,
88,身势语,11,3,,,,11,
89,亲子关系,11,3,,,,11,
90,空间观念,11,3,,,,11,
91,食材与佐料,11,3,,,,11,
92,称赞,10,4,,,,10,10
93,社群和职业,10,4,,,,,10
94,电视电影,10,4,,,,,10
95,绘画,10,4,,,,,10
96,职场,10,4,,,,,10
97,劝吃劝喝,9,4,,,,,9
98,跨文化交际实例,9,4,,,,,9
99,政治问题,9,4,,,,,9
100,课外实践,9,4,,,,,9
101,教育机构,9,4,,,,,9
102,雕塑雕刻,9,4,,,,,9
103,民族乐器和作品,9,4,,,,,9
104,翻译,9,4,,,,,9
105,告别,8,4,,,,,8
106,能源资源,8,4,,,,,8
107,平面媒体,8,4,,,,,8
108,网络媒体,8,4,,,,,8
109,课堂教育,8,4,,,,,8
110,自行车,8,4,,,,,8
111,养生保健,8,4,,,,,8
112,棋牌,8,4,,,,,8
113,安全,8,4,,,,,8
114,买房租房乔迁,8,4,,,,,8
115,电话礼仪,7,4,,,,,7
116,邀请,7,4,,,,,7
117,外国对中国的影响,7,4,,,,,7
118,古代历史事件,7,4,,,,,7
119,外交,7,4,,,,,7
120,外国人到中国留学,7,4,,,,,7
121,就业失业,7,4,,,,,7
122,社会救济及服务,7,4,,,,,7
123,经济差异,7,4,,,,,7
124,佛教,7,4,,,,,7
125,民歌,7,4,,,,,7
126,出租汽车,7,4,,,,,7
127,少数民族节日,7,4,,,,,7
128,祝贺,6,4,,,,,6
129,熟人间称谓,6,4,,,,,6
130,外国人看中国人,6,4,,,,,6
131,国家间对比,6,4,,,,,6
132,户籍制度,6,4,,,,,6
133,医疗保障,6,4,,,,,6
134,第一产业,6,4,,,,,6
135,隐私观念,6,4,,,,,6
136,水利科技,6,4,,,,,6
137,公共汽车,6,4,,,,,6
138,泡酒吧茶馆,6,4,,,,,6
139,日常着装,6,4,,,,,6
140,谢绝推让,5,4,,,,,5
141,现代历史事件,5,4,,,,,5
142,住房保障,5,4,,,,,5
143,圈层观念,5,4,,,,,5
144,道家,5,4,,,,,5
145,民间信仰,5,4,,,,,5
146,自然观,5,4,,,,,5
147,工业技术,5,4,,,,,5
148,航天航海,5,4,,,,,5
149,空运,5,4,,,,,5
150,音乐爱好和舞蹈,5,4,,,,,5
151,作息,5,4,,,,,5
152,仪式或行为,5,4,,,,,5
153,退货维权,5,4,,,,,5
154,结账,4,4,,,,,4
155,中国和外国的互相影响,4,4,,,,,4
156,第二产业,4,4,,,,,4
157,面子观念,4,4,,,,,4
158,外表,4,4,,,,,4
159,守时与迟到,4,4,,,,,4
160,标点符号,4,4,,,,,4
161,地铁轻轨,4,4,,,,,4
162,种花养草养宠物,4,4,,,,,4
163,房间功能和摆设,4,4,,,,,4
164,少数民族服饰,4,4,,,,,4
165,喝的,4,4,,,,,4
166,上菜顺序,3,4,,,,,3
167,空间距离和秩序,3,4,,,,,3
168,考古发现,3,4,,,,,3
169,全国性考试,3,4,,,,,3
170,私家车,3,4,,,,,3
171,上网休闲,3,4,,,,,3
172,游戏,3,4,,,,,3
173,重量,3,4,,,,,3
174,长度,3,4,,,,,3
175,外来节日,3,4,,,,,3
176,宾客座次,2,4,,,,,2
177,餐桌禁忌,2,4,,,,,2
178,致谢,2,4,,,,,2
179,道歉,2,4,,,,,2
180,中国对外国的影响,2,4,,,,,2
181,国人之间,2,4,,,,,2
182,广告,2,4,,,,,2
183,邻里关系,2,4,,,,,2
184,其它,2,4,,,,,2
185,国家象征,2,4,,,,,2
186,投机心理,2,4,,,,,2
187,尊老敬老,2,4,,,,,2
188,诚信观,2,4,,,,,2
189,人际关系和谐,2,4,,,,,2
190,爱国主义,2,4,,,,,2
191,其它流派,2,4,,,,,2
192,颜色喜好,2,4,,,,,2
193,舞蹈,2,4,,,,,2
194,葬礼,2,4,,,,,2
195,收集收藏,2,4,,,,,2
196,知识与技能学习,2,4,,,,,2
197,家庭生活,2,4,,,,,2
198,日常天气,2,4,,,,,2
199,温度,2,4,,,,,2
200,网络通讯,2,4,,,,,2
201,请求,1,4,,,,,1
202,中国人看外国人,1,4,,,,,1
203,共文化对比,1,4,,,,,1
204,面部表情,1,4,,,,,1
205,音量音高,1,4,,,,,1
206,其它成员关系,1,4,,,,,1
207,退休养老制度,1,4,,,,,1
208,勤俭节约,1,4,,,,,1
209,论资排辈,1,4,,,,,1
210,人情关系,1,4,,,,,1
211,道教,1,4,,,,,1
212,幸福观,1,4,,,,,1
213,IT技术,1,4,,,,,1
214,园林艺术,1,4,,,,,1
215,出入境,1,4,,,,,1
216,个人护理,1,4,,,,,1
217,尺寸,1,4,,,,,1
218,节庆着装,1,4,,,,,1
219,节气习俗,1,4,,,,,1